year,cause,State Name,State FIPS,Population,Deaths,Crude Rate,Age Adjusted Rate,YPLL,YPLL Crude Rate,YPLL Age-Adjusted Rate
2006,homicide,Minnesota,27,5163555,78,1.51,1.49,2860,63.09,62.4
2006,homicide,Maryland,24,5627367,434,7.71,7.84,15453,310.24,320.65
2006,homicide,Rhode Island,44,1063096,19,1.79,1.73,761,83.17,79.07
2006,homicide,Idaho,16,1468669,27,1.84,1.86,793,61.1,61.51
2006,homicide,New Hampshire,33,1308389,12,0.92,0.99,370,32.27,36.1
2006,homicide,North Carolina,37,8917270,445,4.99,5,14809,189.36,191.41
2006,homicide,Vermont,50,622892,--,--,--,.,.,40.94
2006,homicide,Connecticut,9,3517460,92,2.62,2.8,3355,110.32,118.1
2006,homicide,Delaware,10,859268,37,4.31,4.52,1339,180.11,185.54
2006,homicide,New Mexico,35,1962137,82,4.18,4.28,2792,162.53,164.77
2006,homicide,California,6,36021202,1969,5.47,5.21,71550,222.56,214.49
2006,homicide,New Jersey,34,8661679,302,3.49,3.71,11172,148.23,158.26
2006,homicide,Wisconsin,55,5577655,119,2.13,2.13,4224,87.15,86.62
2006,homicide,Oregon,41,3670883,75,2.04,2.08,2341,73.4,75.56
2006,homicide,Nebraska,31,1772693,32,1.81,1.76,1092,71.03,69.36
2006,homicide,Pennsylvania,42,12510809,603,4.82,5.05,21725,204.61,209.65
2006,homicide,Washington,53,6370753,132,2.07,2.03,4320,76.64,76.26
2006,homicide,Louisiana,22,4302665,445,10.34,10.09,15376,406.03,395.58
2006,homicide,Georgia,13,9155813,515,5.63,5.46,16947,205.42,203.55
2006,homicide,Alabama,1,4628981,335,7.24,7.32,10598,263.9,266.41
2006,homicide,Utah,49,2525507,31,1.23,1.23,903,39.18,36.72
2006,homicide,Ohio,39,11481213,458,3.99,4.14,15659,157.53,163.14
2006,homicide,Texas,48,23359580,1053,4.51,4.37,35546,169.03,165.26
2006,homicide,Colorado,8,4720423,112,2.37,2.29,3858,90.96,90.36
2006,homicide,South Carolina,45,4357847,279,6.4,6.37,9050,237.99,238.51
2006,homicide,Oklahoma,40,3594090,157,4.37,4.39,5336,171.08,170.05
2006,homicide,Tennessee,47,6088766,335,5.5,5.53,10455,196.73,200.29
2006,homicide,Wyoming,56,522667,--,--,--,.,.,36.74
2006,homicide,Hawaii,15,1309731,10,0.76,0.74,244,21.54,21.15
2006,homicide,North Dakota,38,649422,--,--,--,.,.,4.94
2006,homicide,Kentucky,21,4219239,115,2.73,2.77,3455,93.86,96.3
2006,homicide,Maine,23,1323619,17,1.28,1.33,491,43.48,46.74
2006,homicide,New York,36,19104631,576,3.02,2.99,20752,124.92,123.43
2006,homicide,Nevada,32,2522658,143,5.67,5.77,4787,213.49,220.36
2006,homicide,Alaska,2,675150,28,4.15,4.04,961,152.65,150.98
2006,homicide,Michigan,26,10036081,542,5.4,5.56,18106,206.53,213.87
2006,homicide,Arkansas,5,2821761,157,5.56,5.65,4916,202.37,203.77
2006,homicide,Mississippi,28,2904978,228,7.85,7.96,7350,288.6,291.2
2006,homicide,Missouri,29,5842704,299,5.12,5.2,10356,204.74,206.24
2006,homicide,Montana,30,952692,13,1.37,1.4,330,40.25,42.84
2006,homicide,Kansas,20,2762931,81,2.93,2.94,2731,113.62,112.41
2006,homicide,Indiana,18,6332669,272,4.3,4.31,9306,167.82,168.76
2006,homicide,South Dakota,46,783033,--,--,--,.,.,3.33
2006,homicide,Massachusetts,25,6410084,109,1.7,1.72,4198,75.52,75.74
2006,homicide,Virginia,51,7673725,298,3.88,3.81,9787,144.07,143.36
2006,homicide,District of Colu,11,570681,121,21.2,17.9,4570,905.46,763.8
2006,homicide,Iowa,19,2982644,38,1.27,1.33,1317,51.77,52.64
2006,homicide,Arizona,4,6029141,392,6.5,6.57,13745,261.87,260.58
2005,homicide,West Virginia,54,1820492,58,3.19,3.36,1748,113.56,119.48
2005,homicide,Florida,12,17842038,645,3.62,3.82,21555,145.04,149.13
2005,homicide,Illinois,17,12609903,570,4.52,4.46,20773,187.27,184.95
2005,homicide,Minnesota,27,5119598,90,1.76,1.73,2791,62.02,61.44
2005,homicide,Maryland,24,5592379,432,7.73,7.82,15607,315.05,325.19
2005,homicide,Rhode Island,44,1067916,19,1.78,1.84,721,78.4,79.23
2005,homicide,Idaho,16,1428241,29,2.03,2.04,958,75.78,74.65
2005,homicide,New Hampshire,33,1298492,--,--,--,.,.,22.08
2005,homicide,North Carolina,37,8705407,455,5.23,5.22,14700,192.24,193.8
2005,homicide,Vermont,50,621215,--,--,--,.,.,40.61
2005,homicide,Connecticut,9,3506956,66,1.88,2.05,2349,77.49,84.47
2005,homicide,Delaware,10,845150,33,3.91,3.91,1122,153.05,152.43
2005,homicide,New Mexico,35,1932274,83,4.3,4.29,2651,156.38,155.98
2005,homicide,California,6,35827943,1959,5.47,5.24,70826,221.41,214.05
2005,homicide,New Jersey,34,8651974,292,3.38,3.56,10354,137.48,146.43
2005,homicide,Wisconsin,55,5546166,163,2.94,2.96,5668,117.54,118.03
2005,homicide,Oregon,41,3613202,70,1.94,1.94,1963,62.45,63.35
2005,homicide,Nebraska,31,1761497,30,1.7,1.72,1160,75.91,74.98
2005,homicide,Pennsylvania,42,12449990,542,4.35,4.58,19192,181.69,187.14
2005,homicide,Washington,53,6257305,153,2.45,2.38,4821,86.96,86.82
2005,homicide,Louisiana,22,4576628,464,10.14,9.82,16255,402.18,388.2
2005,homicide,Georgia,13,8925922,449,5.03,4.89,14473,179.62,177.44
2005,homicide,Alabama,1,4569805,324,7.09,7.24,10350,260.86,265.43
2005,homicide,Utah,49,2457719,34,1.38,1.34,1104,49.18,45.93
2005,homicide,Ohio,39,11463320,419,3.66,3.76,14177,142.68,146.48
2005,homicide,Texas,48,22778123,1033,4.54,4.4,34585,168.54,164.61
2005,homicide,Colorado,8,4631888,125,2.7,2.62,4245,101.79,101.04
2005,homicide,South Carolina,45,4270150,239,5.6,5.62,7273,194.62,196.11
2005,homicide,Oklahoma,40,3548597,146,4.11,4.16,4876,158.22,158.7
2005,homicide,Tennessee,47,5991057,374,6.24,6.24,11793,225.09,227.46
2005,homicide,Wyoming,56,514157,11,2.14,2.1,335,74.12,72.92
2005,homicide,Hawaii,15,1292729,--,--,--,.,.,14.32
2005,homicide,North Dakota,38,646089,--,--,--,.,.,17.67
2005,homicide,Kentucky,21,4182742,157,3.75,3.77,4798,131.28,132.74
2005,homicide,Maine,23,1318787,--,--,--,.,.,13.19
2005,homicide,New York,36,19132610,524,2.74,2.72,18213,109.46,108.25
2005,homicide,Nevada,32,2432143,122,5.02,5.01,4203,194.55,199.04
2005,homicide,Alaska,2,666835,24,3.6,3.28,825,132.45,128.94
2005,homicide,Michigan,26,10051137,501,4.99,5.14,16796,190.95,197.71
2005,homicide,Arkansas,5,2781097,156,5.61,5.6,5030,209.9,208.71
2005,homicide,Mississippi,28,2905943,177,6.09,6.28,5259,206.26,211.34
2005,homicide,Missouri,29,5790300,295,5.1,5.18,9851,196.38,197.72
2005,homicide,Montana,30,940102,20,2.13,2.09,605,74.63,74.07
2005,homicide,Kansas,20,2745299,63,2.3,2.31,2061,86.3,85.8
2005,homicide,Indiana,18,6278616,267,4.25,4.21,8940,162.48,161.53
2005,homicide,South Dakota,46,775493,--,--,--,.,.,36.88
2005,homicide,Massachusetts,25,6403290,109,1.7,1.72,4062,73.15,73.3
2005,homicide,Virginia,51,7577105,361,4.76,4.68,12378,184.33,183.74
2005,homicide,District of Colu,11,567136,143,25.21,21.75,5375,1073.85,923.65
2005,homicide,Iowa,19,2964454,26,0.88,0.93,849,33.58,35.01
2005,homicide,Arizona,4,5839077,382,6.54,6.56,13313,261.94,259.11
2004,homicide,West Virginia,54,1816438,55,3.03,3.09,1471,95.74,99.64
2004,homicide,Florida,12,17415318,652,3.74,3.92,20653,142.6,146.24
2004,homicide,Illinois,17,12589773,578,4.59,4.52,20986,189.43,187.14
2004,homicide,Minnesota,27,5087713,88,1.73,1.72,2982,66.66,66.58
2004,homicide,Maryland,24,5546935,394,7.1,7.26,14511,295.15,307.1
2004,homicide,Rhode Island,44,1074579,19,1.77,1.7,669,72.33,68.43
2004,homicide,Idaho,16,1391802,19,1.37,1.4,581,47.13,47.84
2004,homicide,New Hampshire,33,1290121,11,0.85,0.82,262,23.1,24.08
2004,homicide,North Carolina,37,8553152,414,4.84,4.79,13141,174.83,174.7
2004,homicide,Vermont,50,619920,--,--,--,.,.,8.03
2004,homicide,Connecticut,9,3496094,65,1.86,2,2245,74.3,80.82
2004,homicide,Delaware,10,830803,28,3.37,3.34,1055,146.24,144.94
2004,homicide,New Mexico,35,1903808,85,4.47,4.48,2622,156.69,157.28
2004,homicide,California,6,35574576,1883,5.29,5.06,68446,215.3,208.36
2004,homicide,New Jersey,34,8634561,258,2.99,3.16,9319,124,132.78
2004,homicide,Wisconsin,55,5514026,95,1.72,1.71,3289,68.58,67.91
2004,homicide,Oregon,41,3569463,74,2.07,2.1,2232,71.81,73.56
2004,homicide,Nebraska,31,1749370,25,1.43,1.45,862,56.81,55.83
2004,homicide,Pennsylvania,42,12410722,511,4.12,4.33,17810,169.29,174.31
2004,homicide,Washington,53,6178645,130,2.1,2.07,4135,75.46,75.93
2004,homicide,Louisiana,22,4552238,483,10.61,10.24,16890,419.84,403.59
2004,homicide,Georgia,13,8769252,425,4.85,4.66,13942,175.89,172.29
2004,homicide,Alabama,1,4530729,264,5.83,5.91,8061,204.75,208.09
2004,homicide,Utah,49,2401580,34,1.42,1.5,994,45.27,44.66
2004,homicide,Ohio,39,11452251,349,3.05,3.12,11587,116.69,119.16
2004,homicide,Texas,48,22394023,941,4.2,4.08,30849,152.83,148.67
2004,homicide,Colorado,8,4575013,142,3.1,3.01,4648,112.68,110.99
2004,homicide,South Carolina,45,4210921,225,5.34,5.38,7097,192.26,193.81
2004,homicide,Oklahoma,40,3525233,133,3.77,3.81,4113,134.32,134.04
2004,homicide,Tennessee,47,5910809,288,4.87,4.86,8907,172.15,173.38
2004,homicide,Wyoming,56,509106,--,--,--,.,.,47.96
2004,homicide,Hawaii,15,1273569,10,0.79,0.81,244,22.12,22.42
2004,homicide,North Dakota,38,644705,--,--,--,.,.,28.9
2004,homicide,Kentucky,21,4146101,155,3.74,3.72,4647,128.11,128.98
2004,homicide,Maine,23,1313688,11,0.84,0.86,288,25.63,27.75
2004,homicide,New York,36,19171567,525,2.74,2.72,18094,108.46,107.71
2004,homicide,Nevada,32,2346222,131,5.58,5.52,4330,207.92,210.28
2004,homicide,Alaska,2,659199,21,3.19,3.03,685,111.01,108.05
2004,homicide,Michigan,26,10055315,493,4.9,5.05,16378,185.94,192.47
2004,homicide,Arkansas,5,2749686,147,5.35,5.43,4036,170.33,172.91
2004,homicide,Mississippi,28,2889010,206,7.13,7.23,6430,253.38,255.76
2004,homicide,Missouri,29,5747741,257,4.47,4.48,8550,171.68,171.81
2004,homicide,Montana,30,930009,12,1.29,1.3,352,43.85,45.27
2004,homicide,Kansas,20,2734373,87,3.18,3.2,2847,119.69,119.49
2004,homicide,Indiana,18,6233007,232,3.72,3.71,7785,142.48,141.98
2004,homicide,South Dakota,46,770396,--,--,--,.,.,34.59
2004,homicide,Massachusetts,25,6412281,107,1.67,1.68,4080,73.36,73.69
2004,homicide,Virginia,51,7475575,302,4.04,3.98,10129,152.73,152.58
2004,homicide,District of Colu,11,567754,137,24.13,21.65,5226,1043.32,944.51
2004,homicide,Iowa,19,2953635,36,1.22,1.23,1095,43.48,42.89
2004,homicide,Arizona,4,5652404,355,6.28,6.28,11709,237.9,234.63
2003,homicide,West Virginia,54,1812295,61,3.37,3.47,1775,115.78,120.71
2003,homicide,Florida,12,17004085,668,3.93,4.12,21170,149.98,153.73
2003,homicide,Illinois,17,12556006,703,5.6,5.49,25741,232.94,229.21
2003,homicide,Minnesota,27,5053572,77,1.52,1.5,2647,59.55,58.7
2003,homicide,Maryland,24,5496269,402,7.31,7.46,14521,297.97,310.86
2003,homicide,Rhode Island,44,1071342,21,1.96,1.9,778,84.45,80.91
2003,homicide,Idaho,16,1363380,21,1.54,1.51,608,50.32,49.2
2003,homicide,New Hampshire,33,1279840,10,0.78,0.81,294,26.08,27.92
2003,homicide,North Carolina,37,8422501,396,4.7,4.64,13322,179.94,179.6
2003,homicide,Vermont,50,617858,--,--,--,.,.,36.72
2003,homicide,Connecticut,9,3484336,56,1.61,1.72,1956,64.98,70.01
2003,homicide,Delaware,10,818003,19,2.32,2.31,693,97.48,96.86
2003,homicide,New Mexico,35,1877574,96,5.11,5.12,3168,191.81,190.66
2003,homicide,California,6,35253159,1862,5.28,5.05,67164,213.17,206.28
2003,homicide,New Jersey,34,8601402,265,3.08,3.24,9306,124.36,132.63
2003,homicide,Wisconsin,55,5479203,146,2.67,2.67,5406,113.43,113.13
2003,homicide,Oregon,41,3547376,58,1.64,1.61,1655,53.5,53.68
2003,homicide,Nebraska,31,1738643,35,2.01,2.04,1285,85.29,84.41
2003,homicide,Pennsylvania,42,12374658,475,3.84,4.04,16887,161.18,165.74
2003,homicide,Washington,53,6104115,116,1.9,1.87,3725,68.76,68.84
2003,homicide,Louisiana,22,4521042,479,10.6,10.47,16293,407.8,402.23
2003,homicide,Georgia,13,8622793,499,5.79,5.53,16757,214.97,208.8
2003,homicide,Alabama,1,4503491,323,7.17,7.19,9865,252.1,252.44
2003,homicide,Utah,49,2360137,40,1.7,1.64,1298,60.13,55.64
2003,homicide,Ohio,39,11434788,335,2.93,2.98,11453,115.5,117.09
2003,homicide,Texas,48,22030931,1009,4.58,4.42,33612,169.24,163.29
2003,homicide,Colorado,8,4528732,127,2.8,2.72,4220,103.22,101.38
2003,homicide,South Carolina,45,4150297,239,5.76,5.71,7758,213.04,212.52
2003,homicide,Oklahoma,40,3504892,148,4.22,4.19,4778,156.92,153.21
2003,homicide,Tennessee,47,5847812,302,5.16,5.13,9716,189.73,189.93
2003,homicide,Wyoming,56,503453,--,--,--,.,.,51.45
2003,homicide,Hawaii,15,1251154,11,0.88,0.87,307,28.34,28.63
2003,homicide,North Dakota,38,638817,14,2.19,2.15,506,92.84,87.08
2003,homicide,Kentucky,21,4117170,120,2.92,2.9,3480,96.57,96.89
2003,homicide,Maine,23,1306513,--,--,--,.,.,22.56
2003,homicide,New York,36,19175939,598,3.12,3.1,21969,131.59,130.66
2003,homicide,Nevada,32,2248850,120,5.34,5.29,3932,196.99,199.37
2003,homicide,Alaska,2,648326,32,4.94,4.62,1106,181.94,177.53
2003,homicide,Michigan,26,10041152,488,4.86,4.96,16322,185.42,190.3
2003,homicide,Arkansas,5,2724816,132,4.84,4.88,4183,178.22,177.26
2003,homicide,Mississippi,28,2868312,204,7.11,7.14,6098,241.95,240.28
2003,homicide,Missouri,29,5709403,222,3.89,3.94,7399,149.59,150.29
2003,homicide,Montana,30,919630,20,2.18,2.35,710,89.38,98.01
2003,homicide,Kansas,20,2723004,84,3.09,3.14,2769,116.92,117.56
2003,homicide,Indiana,18,6196638,255,4.12,4.11,8923,164.26,163.34
2003,homicide,South Dakota,46,763729,--,--,--,.,.,50.45
2003,homicide,Massachusetts,25,6422565,79,1.23,1.23,2951,52.99,53.32
2003,homicide,Virginia,51,7366977,342,4.64,4.54,11974,183.2,182.92
2003,homicide,District of Colu,11,568502,155,27.27,24.11,5733,1144.01,1006.84
2003,homicide,Iowa,19,2941999,26,0.88,0.91,849,33.86,34.15
2003,homicide,Arizona,4,5510364,326,5.92,5.92,10948,228.15,224.08
2002,homicide,West Virginia,54,1805414,67,3.71,3.8,1938,126.84,129.28
2002,homicide,Florida,12,16689370,647,3.88,4.07,20762,150.11,153.95
2002,homicide,Illinois,17,12525556,734,5.86,5.72,27041,245.23,240.44
2002,homicide,Minnesota,27,5018935,58,1.16,1.14,2167,49.07,48.55
2002,homicide,Maryland,24,5440389,373,6.86,7.04,13931,288.7,303.67
2002,homicide,Rhode Island,44,1065995,25,2.35,2.36,918,100.31,99.08
2002,homicide,Idaho,16,1340372,17,1.27,1.24,551,46.36,43.64
2002,homicide,New Hampshire,33,1269089,--,--,--,.,.,17.2
2002,homicide,North Carolina,37,8326201,475,5.71,5.56,15333,209.32,204.87
2002,homicide,Vermont,50,615442,--,--,--,.,.,17.38
2002,homicide,Connecticut,9,3458749,58,1.68,1.83,2103,70.4,77.56
2002,homicide,Delaware,10,806169,29,3.6,3.56,975,139.07,137.72
2002,homicide,New Mexico,35,1855309,85,4.58,4.62,2785,170.44,171.51
2002,homicide,California,6,34871843,1857,5.33,5.08,66899,214.56,207.14
2002,homicide,New Jersey,34,8552643,209,2.44,2.55,7130,95.87,101.79
2002,homicide,Wisconsin,55,5445162,130,2.39,2.4,4463,94.22,94.26
2002,homicide,Oregon,41,3513424,71,2.02,2.06,2293,74.8,76.42
2002,homicide,Nebraska,31,1728292,28,1.62,1.66,937,62.63,62.98
2002,homicide,Pennsylvania,42,12331031,465,3.77,3.98,16364,156.9,162.18
2002,homicide,Washington,53,6052349,118,1.95,1.91,3745,69.68,69.1
2002,homicide,Louisiana,22,4497267,474,10.54,10.33,16486,414.67,404.39
2002,homicide,Georgia,13,8508256,491,5.77,5.49,16300,211.8,205.3
2002,homicide,Alabama,1,4480089,291,6.5,6.51,8982,230.63,231.09
2002,homicide,Utah,49,2324815,33,1.42,1.36,1133,53.27,49.27
2002,homicide,Ohio,39,11407889,363,3.18,3.23,12024,121.5,123.34
2002,homicide,Texas,48,21690325,917,4.23,4.06,30711,157.03,150.89
2002,homicide,Colorado,8,4490406,125,2.78,2.68,4080,100.53,98.1
2002,homicide,South Carolina,45,4107795,227,5.53,5.47,7410,205.42,204.12
2002,homicide,Oklahoma,40,3489080,119,3.41,3.36,3703,122.16,119.19
2002,homicide,Tennessee,47,5795918,325,5.61,5.54,10436,205.5,205.03
2002,homicide,Wyoming,56,500017,--,--,--,.,.,37.7
2002,homicide,Hawaii,15,1239613,15,1.21,1.23,441,41.06,41.13
2002,homicide,North Dakota,38,638168,--,--,--,.,.,16.33
2002,homicide,Kentucky,21,4089875,128,3.13,3.08,3654,102.03,101.24
2002,homicide,Maine,23,1295960,--,--,--,.,.,20.13
2002,homicide,New York,36,19137800,563,2.94,2.92,19654,117.93,117.25
2002,homicide,Nevada,32,2173791,120,5.52,5.48,4333,224.26,228.21
2002,homicide,Alaska,2,642270,28,4.36,4.12,984,163.07,159.92
2002,homicide,Michigan,26,10015710,497,4.96,5.03,16970,193.16,196.54
2002,homicide,Arkansas,5,2705927,148,5.47,5.58,4735,203.16,204.3
2002,homicide,Mississippi,28,2858681,213,7.45,7.49,6682,265.87,264.02
2002,homicide,Missouri,29,5674825,256,4.51,4.57,8680,176.59,177.42
2002,homicide,Montana,30,911667,11,1.21,1.15,291,36.93,36.26
2002,homicide,Kansas,20,2713535,74,2.73,2.7,2477,105,102.15
2002,homicide,Indiana,18,6155967,248,4.03,3.98,8221,152.3,150.02
2002,homicide,South Dakota,46,760020,--,--,--,.,.,16.93
2002,homicide,Massachusetts,25,6417206,98,1.53,1.54,3638,65.41,66.15
2002,homicide,Virginia,51,7286873,292,4.01,3.94,9983,154.32,154.46
2002,homicide,District of Colu,11,573158,176,30.71,26.74,6812,1348.53,1176.31
2002,homicide,Iowa,19,2934234,36,1.23,1.22,1156,46.24,44.89
2002,homicide,Arizona,4,5396255,366,6.78,6.78,12512,266.21,261.51
2001,homicide,West Virginia,54,1801481,41,2.28,2.26,1067,69.99,71.16
2001,homicide,Florida,12,16356966,581,3.55,3.71,18042,133.42,136.69
2001,homicide,Illinois,17,12488445,756,6.05,5.91,27927,254.17,248.57
2001,homicide,Minnesota,27,4982796,72,1.45,1.44,2406,54.88,54.61
2001,homicide,Maryland,24,5374691,372,6.92,7.07,13698,287.4,301.23
2001,homicide,Rhode Island,44,1057142,20,1.89,1.92,766,84.58,85.18
2001,homicide,Idaho,16,1319962,29,2.2,2.19,834,71.21,70.21
2001,homicide,New Hampshire,33,1255517,--,--,--,.,.,18.23
2001,homicide,North Carolina,37,8210122,424,5.16,5,13981,193.54,188.1
2001,homicide,Vermont,50,612223,--,--,--,.,.,49.36
2001,homicide,Connecticut,9,3432835,72,2.1,2.24,2465,83.22,89.92
2001,homicide,Delaware,10,795699,20,2.51,2.5,664,95.92,95.89
2001,homicide,New Mexico,35,1831690,76,4.15,4.17,2634,163.17,163.74
2001,homicide,California,6,34479458,1646,4.77,4.56,59343,192.5,185.81
2001,homicide,New Jersey,34,8492671,190,2.24,2.36,6858,92.95,99.35
2001,homicide,Wisconsin,55,5406835,139,2.57,2.56,4926,104.77,103.62
2001,homicide,Oregon,41,3467937,59,1.7,1.69,1612,53.28,53.03
2001,homicide,Nebraska,31,1719836,24,1.4,1.39,813,54.65,53.08
2001,homicide,Pennsylvania,42,12298970,452,3.68,3.85,15584,149.99,154.39
2001,homicide,Washington,53,5985722,112,1.87,1.85,3424,64.41,64.25
2001,homicide,Louisiana,22,4477875,402,8.98,8.84,14027,354.31,347.64
2001,homicide,Georgia,13,8377038,463,5.53,5.26,15381,203,196.25
2001,homicide,Alabama,1,4467634,302,6.76,6.77,9483,244.17,243.69
2001,homicide,Utah,49,2283715,43,1.88,1.87,1418,67.87,63.32
2001,homicide,Ohio,39,11387404,324,2.85,2.88,10687,108.2,109.52
2001,homicide,Texas,48,21319622,901,4.23,4.04,30471,158.6,151.96
2001,homicide,Colorado,8,4425687,105,2.37,2.25,3725,93.12,90.93
2001,homicide,South Carolina,45,4064995,232,5.71,5.63,7219,202.15,200.21
2001,homicide,Oklahoma,40,3467100,141,4.07,4.07,4388,145.79,143.77
2001,homicide,Tennessee,47,5750789,309,5.37,5.28,9711,192.74,190.67
2001,homicide,Wyoming,56,494657,--,--,--,.,.,68.75
2001,homicide,Hawaii,15,1225948,12,0.98,0.99,416,39.15,39.23
2001,homicide,North Dakota,38,639062,--,--,--,.,.,25.91
2001,homicide,Kentucky,21,4068132,142,3.49,3.44,4233,118.87,117.48
2001,homicide,Maine,23,1285692,--,--,--,.,.,26.45
2001,homicide,New York,36,19082838,592,3.1,3.09,21577,129.83,129.21
2001,homicide,Nevada,32,2098399,118,5.62,5.67,3952,211.72,216.72
2001,homicide,Alaska,2,633687,25,3.95,3.81,898,150.61,152.14
2001,homicide,Michigan,26,9991120,513,5.14,5.17,17599,200.79,203.44
2001,homicide,Arkansas,5,2691571,116,4.31,4.35,3625,156.45,155.79
2001,homicide,Mississippi,28,2852994,228,7.99,7.91,7294,290.78,283.49
2001,homicide,Missouri,29,5641142,276,4.89,4.94,9582,196.23,196.05
2001,homicide,Montana,30,906961,21,2.32,2.42,676,86.18,91.1
2001,homicide,Kansas,20,2702162,93,3.44,3.44,3116,132.79,130.8
2001,homicide,Indiana,18,6127760,292,4.77,4.7,10010,186.35,183.07
2001,homicide,South Dakota,46,757972,--,--,--,.,.,32.07
2001,homicide,Massachusetts,25,6397634,80,1.25,1.26,3072,55.45,55.95
2001,homicide,Virginia,51,7198362,285,3.96,3.87,9877,154.52,153.72
2001,homicide,District of Colu,11,574504,144,25.07,21.57,5548,1097.18,943.71
2001,homicide,Iowa,19,2931997,27,0.92,0.92,752,30.13,29.82
2001,homicide,Arizona,4,5273477,342,6.49,6.37,11958,260.51,251.79
2020,suicide,West Virginia,54,1784787,220,12.33,11.47,3993,282.95,292.5
2020,suicide,Florida,12,21733312,1730,7.96,6.92,26154,152.99,155.6
2020,suicide,Illinois,17,12587530,543,4.31,4.05,10106,96.26,96.42
2020,suicide,Minnesota,27,5657342,354,6.26,5.96,6404,136.01,140.51
2020,suicide,Maryland,24,6055802,267,4.41,4.09,4405,86.91,89.43
2020,suicide,Rhode Island,44,1057125,30,2.84,2.62,467,54.01,55.36
2020,suicide,Idaho,16,1826913,277,15.16,15.06,5629,370.11,378.36
2020,suicide,New Hampshire,33,1366275,118,8.64,8.13,2167,196.44,203.48
2020,suicide,North Carolina,37,10600823,879,8.29,7.86,16650,189.5,192.22
2020,suicide,Vermont,50,623347,69,11.07,10.03,1330,268.82,263.17
2020,suicide,Connecticut,9,3557006,109,3.06,2.68,1365,46.89,48.98
2020,suicide,Delaware,10,986809,58,5.88,5.55,1056,133.8,139.04
2020,suicide,New Mexico,35,2106319,303,14.39,13.74,6047,352.31,353.86
2020,suicide,California,6,39368078,1552,3.94,3.62,23567,70.58,69.2
2020,suicide,New Jersey,34,8882371,181,2.04,1.8,2553,34.63,34.73
2020,suicide,Wisconsin,55,5832655,442,7.58,7.17,7813,163.29,168.1
2020,suicide,Oregon,41,4241507,454,10.7,9.66,7346,212.81,210.75
2020,suicide,Nebraska,31,1937552,139,7.17,7.02,2632,162.66,167.52
2020,suicide,Pennsylvania,42,12783254,919,7.19,6.49,15272,147.76,149.87
2020,suicide,Washington,53,7693612,618,8.03,7.61,11929,185.07,184.86
2020,suicide,Louisiana,22,4645318,406,8.74,8.5,7985,205.72,209.94
2020,suicide,Georgia,13,10710017,939,8.77,8.49,19157,209.7,210.46
2020,suicide,Alabama,1,4921532,542,11.01,10.57,9994,246.93,256.42
2020,suicide,Utah,49,3249879,339,10.43,10.81,8092,282.12,276.94
2020,suicide,Ohio,39,11693217,903,7.72,7.21,16460,171.54,174.89
2020,suicide,Texas,48,29360759,2287,7.79,7.74,48076,188.63,189.17
2020,suicide,Colorado,8,5807719,654,11.26,10.73,13319,270.09,264.16
2020,suicide,South Carolina,45,5218040,565,10.83,10.3,11086,261.36,266.41
2020,suicide,Oklahoma,40,3980783,538,13.52,13.1,10590,318.25,322.95
2020,suicide,Tennessee,47,6886834,767,11.14,10.42,13514,236.83,238.98
2020,suicide,Wyoming,56,582328,128,21.98,20.9,2485,519.27,523.46
2020,suicide,Hawaii,15,1407006,31,2.2,2.04,527,46.56,48
2020,suicide,North Dakota,38,765309,77,10.06,10.34,1840,286.53,288.57
2020,suicide,Kentucky,21,4477251,518,11.57,11.03,9768,263.54,270.68
2020,suicide,Maine,23,1350141,132,9.78,8.77,2050,194.06,202.82
2020,suicide,New York,36,19336776,462,2.39,2.13,6878,43.08,43.05
2020,suicide,Nevada,32,3138259,372,11.85,11.1,6011,229.52,234.98
2020,suicide,Alaska,2,731158,133,18.19,17.52,3364,529.53,510.35
2020,suicide,Michigan,26,9966555,761,7.64,7.06,13411,164.47,165.9
2020,suicide,Arkansas,5,3030522,364,12.01,11.6,7001,280.69,288.98
2020,suicide,Mississippi,28,2966786,278,9.37,9.32,5758,233.42,243.35
2020,suicide,Missouri,29,6151548,704,11.44,11.15,14147,279.48,286.51
2020,suicide,Montana,30,1080577,189,17.49,15.62,3345,385.73,383.24
2020,suicide,Kansas,20,2913805,314,10.78,10.37,7003,288.73,287.53
2020,suicide,Indiana,18,6754953,609,9.02,8.64,11959,212.05,214.5
2020,suicide,South Dakota,46,892717,88,9.86,9.52,1782,242.27,248.13
2020,suicide,Massachusetts,25,6893574,134,1.94,1.74,2198,38.59,37.33
2020,suicide,Virginia,51,8590563,697,8.11,7.65,13658,189.97,190.3
2020,suicide,District of Colu,11,712816,--,--,--,.,.,21.57
2020,suicide,Iowa,19,3163561,260,8.22,8.06,4778,183.95,191.18
2020,suicide,Arizona,4,7421401,830,11.18,10.45,14927,246.83,245.15
2019,suicide,West Virginia,54,1795263,196,10.92,10.21,3362,235.49,248.42
2019,suicide,Florida,12,21492056,1808,8.41,7.23,25322,148.97,150.28
2019,suicide,Illinois,17,12667017,540,4.26,3.96,8490,79.91,81.19
2019,suicide,Minnesota,27,5640053,350,6.21,5.98,6748,142.94,147.96
2019,suicide,Maryland,24,6054954,268,4.43,4.07,4088,80.24,81.95
2019,suicide,Rhode Island,44,1058158,33,3.12,2.9,501,57.52,57.01
2019,suicide,Idaho,16,1789060,223,12.47,12.19,4101,273.75,280.28
